# Retail-byte adjudication of sympair-queue rows. tools/sympair_adjudicate.py (W18).
# A_PROVEN_FOLD          our callee's body IS retail's code there. Alias-only; NOT source-reachable.
#                        `evidence` VACUOUS = <=2 non-relocated words compared: a thunk, near-no evidence.
# B1 callee ABSENT       our callee's code is nowhere in retail -> source divergence, not cheap.
# B2 callee PRESENT unnamed -> identification gap; naming the address adjudicates it.
# D1 ROW_NAME_REFUTED    our call is ENTAILED by the row's own name and retail's is not =>
#                        the ROW's map name is wrong. Proves EXISTENCE, not ASSIGNMENT (W7).
# D2 SOURCE_DEFECT       neither callee entailed => our source chose, and chose wrong. FIXABLE.
# D4 MAP_DEFECT          retail's own name at `at` is not body-confirmed either.
verdict	size	fuzzy	cls	evidence	nwords	unit	symbol	at	target_symbol	our_symbol	found
B1_callee_ABSENT_from_retail	332	99.93976	ALL_OURS_UNMAPPED		18	default/TourDescPanel	?UpdateExtendedMesh@TourDescProvider@@UBAXHHPAVRndMesh@@@Z	0x8235cc80			
B1_callee_ABSENT_from_retail	332	99.87952	MIXED/UNKNOWN		35	default/PartAnim	??1RndParticleSysAnim@@UAA@XZ	0x8247ee98			
B1_callee_ABSENT_from_retail	324	99.87654	ALL_OURS_UNMAPPED		25	default/HamMove	??4?$vector@ULocalizedName@HamMove@@V?$StlNodeAlloc@ULocalizedName@HamMove@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	0x82713a40			
B1_callee_ABSENT_from_retail	320	99.9375	ALL_OURS_UNMAPPED		178	default/UISlider	??0UISlider@@IAA@XZ	0x827ffad8			
B1_callee_ABSENT_from_retail	320	99.9375	ALL_OURS_UNMAPPED		178	default/BandHighlight	??0BandHighlight@@QAA@XZ	0x827ffad8			
B1_callee_ABSENT_from_retail	316	99.93671	ALL_OURS_UNMAPPED		178	default/CheckboxDisplay	??0CheckboxDisplay@@QAA@XZ	0x827ffad8			
B1_callee_ABSENT_from_retail	296	99.93243	ALL_OURS_UNMAPPED		178	default/system/bandobj/ReviewDisplay	??0ReviewDisplay@@QAA@XZ	0x827ffad8			
B1_callee_ABSENT_from_retail	276	99.92754	ALL_OURS_UNMAPPED		12	default/band3/meta_band/BandProfile	?SaveSize@BandProfile@@SAHH@Z	0x82654ab8			
B1_callee_ABSENT_from_retail	272	99.92647	ALL_OURS_UNMAPPED		131	default/PollAnim	?SyncProperty@RndPollAnim@@UAA_NAAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x8235c2e0			
B1_callee_ABSENT_from_retail	268	99.92538	ALL_OURS_UNMAPPED		68	default/CharBoneDir	?Handle@CharBoneTwist@@UAA?AVDataNode@@PAVDataArray@@_N@Z	0x823aee98			
B1_callee_ABSENT_from_retail	268	99.92538	ALL_OURS_UNMAPPED		68	default/CharIKHead	?Handle@CharIKHead@@UAA?AVDataNode@@PAVDataArray@@_N@Z	0x823aee98			
B1_callee_ABSENT_from_retail	268	99.92538	ALL_OURS_UNMAPPED		68	default/CharMirror	?Handle@CharMirror@@UAA?AVDataNode@@PAVDataArray@@_N@Z	0x823aee98			
B1_callee_ABSENT_from_retail	268	99.92538	ALL_OURS_UNMAPPED		68	default/CharIKFingers	?Handle@CharIKFingers@@UAA?AVDataNode@@PAVDataArray@@_N@Z	0x823aee98			
B1_callee_ABSENT_from_retail	268	99.92538	ALL_OURS_UNMAPPED		68	default/BandIKEffector	?Handle@BandIKEffector@@UAA?AVDataNode@@PAVDataArray@@_N@Z	0x823aee98			
B1_callee_ABSENT_from_retail	264	99.84849	MIXED/UNKNOWN		134	default/Cheats	?CheatsInit@@YAXXZ	0x827c2780			
B1_callee_ABSENT_from_retail	260	99.92308	ALL_OURS_UNMAPPED		75	default/KeyboardTrackWatcherImpl	?ClosestUnplayedGem@KeyboardTrackWatcherImpl@@UAAHMH@Z	0x82780298			
B1_callee_ABSENT_from_retail	260	99.92308	ALL_OURS_UNMAPPED		14	default/TrackerManager	?ConfigureQuestGoal@TrackerManager@@QAAXXZ	0x8235bf00			
B1_callee_ABSENT_from_retail	252	99.92063	ALL_OURS_UNMAPPED		41	default/Instance	?PreLoad@WorldInstance@@UAAXAAVBinStream@@@Z	0x82406178			
B1_callee_ABSENT_from_retail	248	99.91936	ALL_OURS_UNMAPPED		36	default/MusicLibrary	?Poll@MusicLibrary@@QAAXXZ	0x8253d820			
B1_callee_ABSENT_from_retail	244	99.91803	ALL_OURS_UNMAPPED		21	default/QuestManager	?CompleteQuest@QuestManager@@QAAXPAVTourProgress@@VSymbol@@@Z	0x82360dc8			
B1_callee_ABSENT_from_retail	236	99.91525	ALL_OURS_UNMAPPED		25	default/UIEvent	?AttemptNextTransition@NonDestructiveTransitionEvent@@QAAXXZ	0x8253a7a8			
B1_callee_ABSENT_from_retail	236	99.91525	ALL_OURS_UNMAPPED		41	default/MeshAnim	?LoadShaders@RndShaderMgr@@IAAXPBD@Z	0x824a5630			
B1_callee_ABSENT_from_retail	232	99.82758	ALL_OURS_UNMAPPED		31	default/BandCharacter	?Load@?$ObjRefConcrete@VBandCharDesc@@VObjectDir@@@@QAA_NAAVBinStream@@_NPAVObjectDir@@@Z	0x8227cee0			
B1_callee_ABSENT_from_retail	228	99.91228	ALL_OURS_UNMAPPED		131	default/StorePanel	?SyncProperty@StorePanel@@UAA_NAAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x8235c2e0			
B1_callee_ABSENT_from_retail	228	99.91228	ALL_OURS_UNMAPPED		131	default/band3/game/GemTrainerPanel	?SyncProperty@GemTrainerPanel@@UAA_NAAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x8235c2e0			
B1_callee_ABSENT_from_retail	228	99.91228	ALL_OURS_UNMAPPED		131	default/band3/meta_band/StoreInfoPanel	?SyncProperty@StoreInfoPanel@@UAA_NAAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x8235c2e0			
B1_callee_ABSENT_from_retail	228	99.91228	ALL_OURS_UNMAPPED		131	default/ChordbookPanel	?SyncProperty@ChordbookPanel@@UAA_NAAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x8235c2e0			
B1_callee_ABSENT_from_retail	224	99.91071	ALL_OURS_UNMAPPED		35	default/CamAnim	??1RndCamAnim@@UAA@XZ	0x824859a0			
B1_callee_ABSENT_from_retail	224	99.91071	ALL_OURS_UNMAPPED		35	default/EnvAnim	??1RndEnvAnim@@UAA@XZ	0x824868f8			
B1_callee_ABSENT_from_retail	224	99.91071	ALL_OURS_UNMAPPED		38	default/LayerDir	??0Layer@LayerDir@@QAA@ABV01@@Z	0x8229ef00			
B1_callee_ABSENT_from_retail	204	99.90196	ALL_OURS_UNMAPPED		36	default/MusicLibrary	?MakeSureSetlistIsValid@MusicLibrary@@QAAXXZ	0x8253d820			
B1_callee_ABSENT_from_retail	196	99.89796	ALL_OURS_UNMAPPED		5	default/TexMovie	?Save@TexMovie@@UAAXAAVBinStream@@@Z	0x82745b40			
B1_callee_ABSENT_from_retail	192	99.89584	ALL_OURS_UNMAPPED		91	default/FlowValueCase	?Handle@FlowValueCase@@UAA?AVDataNode@@PAVDataArray@@_N@Z	0x8262ffb0			
B1_callee_ABSENT_from_retail	192	99.89584	ALL_OURS_UNMAPPED		25	default/UIEventMgr	?IsTransitionEventFinished@UIEventMgr@@QBA_NXZ	0x8253a7a8			
B1_callee_ABSENT_from_retail	188	99.89362	ALL_OURS_UNMAPPED		67	default/CharPollGroup	?Load@CharPollGroup@@UAAXAAVBinStream@@@Z	0x823af9e8			
B1_callee_ABSENT_from_retail	188	99.89362	ALL_OURS_UNMAPPED		2	default/band3/bandtrack/Gem	?InitChordInfo@Gem@@QAAXH_N@Z	0x827cd910			
B1_callee_ABSENT_from_retail	188	99.68085	ALL_OURS_UNMAPPED		39	default/band3/meta_band/PrefabMgr	??$__introsort_loop@PAPAUEventEntry@@PAU1@HUMaxSort@@@stlpmtx_std@@YAXPAPAUEventEntry@@00HUMaxSort@@@Z	0x82554118			
B1_callee_ABSENT_from_retail	188	99.68085	ALL_OURS_UNMAPPED		33	default/band3/meta_band/PrefabMgr	??$__introsort_loop@PAPAUEventEntry@@PAU1@HUMaxSort@@@stlpmtx_std@@YAXPAPAUEventEntry@@00HUMaxSort@@@Z	0x82554d10			
B1_callee_ABSENT_from_retail	184	99.8913	ALL_OURS_UNMAPPED		262	default/BandList	?ForceConcealed@BandList@@QAAXHAAVTransform@@@Z	0x8245ee48			
B1_callee_ABSENT_from_retail	180	99.77778	ALL_OURS_UNMAPPED		20	default/TexMovie	??1TexMovie@@UAA@XZ	0x82745b00			
B1_callee_ABSENT_from_retail	180	99.77778	ALL_OURS_UNMAPPED		5	default/TexMovie	??1TexMovie@@UAA@XZ	0x82744e38			
B1_callee_ABSENT_from_retail	180	99.88889	ALL_OURS_UNMAPPED		19	default/UIListDir	??$__adjust_heap@PAPAVUILabel@@HPAV1@ULabelSort@?A0x15e3583a@@@stlpmtx_std@@YAXPAPAVUILabel@@HHPAV1@ULabelSort@?A0x15e3583a@@@Z	0x8280ad68			
B1_callee_ABSENT_from_retail	176	99.77273	MIXED/UNKNOWN		60	default/PanelDir	??4?$list@UTarget@BandCamShot@@V?$StlNodeAlloc@UTarget@BandCamShot@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	0x824cb470			
B1_callee_ABSENT_from_retail	176	99.77273	ALL_OURS_UNMAPPED		60	default/BandCamShot	??4?$list@UTarget@HamCamShot@@V?$StlNodeAlloc@UTarget@HamCamShot@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	0x822b1140			
B1_callee_ABSENT_from_retail	176	99.77273	ALL_OURS_UNMAPPED		12	default/GameplayOptions	??0GameplayOptions@@QAA@XZ	0x82654ab8			
B1_callee_ABSENT_from_retail	176	99.88636	ALL_OURS_UNMAPPED		41	default/LayerDir	?PreLoad@LayerDir@@UAAXAAVBinStream@@@Z	0x82406178			
B1_callee_ABSENT_from_retail	172	99.88372	ALL_OURS_UNMAPPED		262	default/BandList	?ForceRevealed@BandList@@QAAXHAAVTransform@@@Z	0x8245ee48			
B1_callee_ABSENT_from_retail	172	99.88372	ALL_OURS_UNMAPPED		36	default/MusicLibrary	?ContentDone@MusicLibrary@@UAAXXZ	0x8253d820			
B1_callee_ABSENT_from_retail	172	99.88372	ALL_OURS_UNMAPPED		43	default/BandCamShot	?GetTotalDurationSeconds@HamCamShot@@QAAMXZ	0x822b40d8			
B1_callee_ABSENT_from_retail	168	99.88095	ALL_OURS_UNMAPPED		33	default/OvershellPanel	?RemoveUsersRequiringSongOptions@OvershellPanel@@QAAXXZ	0x825df840			
B1_callee_ABSENT_from_retail	160	99.875	ALL_OURS_UNMAPPED		262	default/TransAnim	?SetFrame@RndTransAnim@@UAAXMM@Z	0x8245ee48			
B1_callee_ABSENT_from_retail	156	99.74359	ALL_OURS_UNMAPPED		17	default/StringTable	?TimeConversionInit@@YAXXZ	0x827c9288			
B1_callee_ABSENT_from_retail	152	99.86842	ALL_OURS_UNMAPPED		68	default/VorbisReader	?DoSeek@VorbisReader@@AAA_NXZ	0x82bb3578			
B1_callee_ABSENT_from_retail	152	99.86842	ALL_OURS_UNMAPPED		19	default/UIListDir	??$__partial_sort@PAPAVUILabel@@PAV1@ULabelSort@?A0x15e3583a@@@stlpmtx_std@@YAXPAPAVUILabel@@000ULabelSort@?A0x15e3583a@@@Z	0x8280ad68			
B1_callee_ABSENT_from_retail	148	99.86487	ALL_OURS_UNMAPPED		41	default/VocalTrackDir	?PreLoad@VocalTrackDir@@UAAXAAVBinStream@@@Z	0x82406178			
B1_callee_ABSENT_from_retail	144	99.86111	ALL_OURS_UNMAPPED		18	default/TourDescPanel	?IsTourDescAvailable@TourDescProvider@@QBA_NVSymbol@@@Z	0x8235cc80			
B1_callee_ABSENT_from_retail	140	99.85714	ALL_OURS_UNMAPPED		39	default/Joypad_Xbox	?ReceiveUpstreamResponse@@YA_NHPAE@Z	0x825299b8			
B1_callee_ABSENT_from_retail	140	99.85714	ALL_OURS_UNMAPPED		43	default/BandCamShot	?GetNumShots@HamCamShot@@QAAHXZ	0x822b40d8			
B1_callee_ABSENT_from_retail	136	99.85294	MIXED/UNKNOWN		24	default/SongLayout	??1?$vector@UMoveReplacer@@V?$StlNodeAlloc@UMoveReplacer@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	0x822eab30			
B1_callee_ABSENT_from_retail	136	99.85294	ALL_OURS_UNMAPPED		14	default/TrackerManager	?StartIntro@TrackerManager@@QAAXXZ	0x8235bf00			
B1_callee_ABSENT_from_retail	136	99.85294	ALL_OURS_UNMAPPED		18	default/Tour	?GetAnnouncement@Tour@@QBA?AVSymbol@@XZ	0x8235cc80			
B1_callee_ABSENT_from_retail	132	99.84849	ALL_OURS_UNMAPPED		23	default/LiveCameraInput	??1?$vector@VTextureStore@LiveCameraInput@@V?$StlNodeAlloc@VTextureStore@LiveCameraInput@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	0x82429170			
B1_callee_ABSENT_from_retail	128	99.84375	ALL_OURS_UNMAPPED		5	default/TexMovie	?OnPlayMovie@TexMovie@@IAA?AVDataNode@@PAVDataArray@@@Z	0x82744e38			
B1_callee_ABSENT_from_retail	128	99.84375	ALL_OURS_UNMAPPED		18	default/Tour	?GetMapScreen@Tour@@QBA?AVSymbol@@XZ	0x8235cc80			
B1_callee_ABSENT_from_retail	128	99.84375	ALL_OURS_UNMAPPED		19	default/UIListDir	??$__push_heap@PAPAVUILabel@@HPAV1@ULabelSort@?A0x15e3583a@@@stlpmtx_std@@YAXPAPAVUILabel@@HHPAV1@ULabelSort@?A0x15e3583a@@@Z	0x8280ad68			
B1_callee_ABSENT_from_retail	128	99.84375	ALL_OURS_UNMAPPED		18	default/Tour	?GetBronzeGoalIcon@Tour@@QAA?AVString@@XZ	0x8235cc80			
B1_callee_ABSENT_from_retail	128	99.84375	ALL_OURS_UNMAPPED		18	default/Tour	?GetSilverGoalIcon@Tour@@QAA?AVString@@XZ	0x8235cc80			
B1_callee_ABSENT_from_retail	128	99.84375	ALL_OURS_UNMAPPED		18	default/Tour	?GetGoldGoalIcon@Tour@@QAA?AVString@@XZ	0x8235cc80			
B1_callee_ABSENT_from_retail	124	99.67742	MIXED/UNKNOWN		18	default/Tour	?GetConclusionText@Tour@@QBA?AVSymbol@@XZ	0x8235cc80			
B1_callee_ABSENT_from_retail	120	99.83334	ALL_OURS_UNMAPPED		29	default/system/rndobj/Rnd	?UpdateOverlay@Rnd@@MAAMPAVRndOverlay@@M@Z	0x8240f0c8			
B1_callee_ABSENT_from_retail	120	99.83334	ALL_OURS_UNMAPPED		69	default/FlowWhile	?SyncProperty@FlowWhile@@UAA_NAAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x828008c8			
B1_callee_ABSENT_from_retail	120	99.83334	ALL_OURS_UNMAPPED		167	default/TrackWatcherImpl	?SyncProperty@RndParticleSysAnim@@UAA_NAAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x827b5b68			
B1_callee_ABSENT_from_retail	116	99.82758	ALL_OURS_UNMAPPED		18	default/Str	?find_last_of@FixedString@@QBAIPBD@Z	0x827bd940			
B1_callee_ABSENT_from_retail	116	99.82758	ALL_OURS_UNMAPPED		20	default/MoviePanel	??1MoviePanel@@UAA@XZ	0x82745b00			
B1_callee_ABSENT_from_retail	112	99.64286	ALL_OURS_UNMAPPED		18	default/TourDescPanel	??RTourDescCmp@@QBA_NVSymbol@@0@Z	0x8235cc80			
B1_callee_ABSENT_from_retail	112	99.82143	ALL_OURS_UNMAPPED		178	default/UIComponent	?NewObject@UIComponent@@SAPAVObject@Hmx@@XZ	0x827ffad8			
B1_callee_ABSENT_from_retail	112	99.82143	ALL_OURS_UNMAPPED		89	default/ColorPalette	?_M_fill_insert@?$vector@UColorSet@@V?$StlNodeAlloc@UColorSet@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUColorSet@@IABU3@@Z	0x8278d9c0			
B1_callee_ABSENT_from_retail	112	99.28571	MIXED/UNKNOWN		2	default/AccomplishmentPanel	??RAccomplishmentCategoryCmp@@QBA_NVSymbol@@0@Z	0x822740c8			
B1_callee_ABSENT_from_retail	112	99.28571	MIXED/UNKNOWN		2	default/AccomplishmentPanel	??RAccomplishmentGroupCmp@@QBA_NVSymbol@@0@Z	0x822e4500			
B1_callee_ABSENT_from_retail	112	99.82143	ALL_OURS_UNMAPPED		18	default/Tour	?GetGigFlavor@Tour@@QBA?AVSymbol@@XZ	0x8235cc80			
B1_callee_ABSENT_from_retail	108	99.81481	ALL_OURS_UNMAPPED		131	default/HamCharacter	??_DHamCharacter@@QAAXXZ	0x82812080			
B1_callee_ABSENT_from_retail	108	99.62963	ALL_OURS_UNMAPPED		104	default/HamCamTransform	?_M_fill_insert@?$vector@VTransformCrowd@@V?$StlNodeAlloc@VTransformCrowd@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVTransformCrowd@@IABV3@@Z	0x822aa708			
B1_callee_ABSENT_from_retail	108	99.81481	ALL_OURS_UNMAPPED		51	default/FileCache	??$__make_heap@PAPAVFileCacheEntry@@UPriority@@PAV1@H@stlpmtx_std@@YAXPAPAVFileCacheEntry@@0UPriority@@0PAH@Z	0x823461c8			
B1_callee_ABSENT_from_retail	108	99.81481	ALL_OURS_UNMAPPED		19	default/UIListDir	??$__linear_insert@PAPAVUILabel@@PAV1@ULabelSort@?A0x15e3583a@@@stlpmtx_std@@YAXPAPAVUILabel@@0PAV1@ULabelSort@?A0x15e3583a@@@Z	0x8280ad68			
B1_callee_ABSENT_from_retail	108	99.81481	ALL_OURS_UNMAPPED		18	default/band3/meta_band/PrefabMgr	??$__final_insertion_sort@PAPAUEventEntry@@UMaxSort@@@stlpmtx_std@@YAXPAPAUEventEntry@@0UMaxSort@@@Z	0x825541d8			
B1_callee_ABSENT_from_retail	104	99.80769	ALL_OURS_UNMAPPED		4	default/BandCharacter	?SetClipTypes@BandCharacter@@QAAXVSymbol@@0@Z	0x8237a9e0			
B1_callee_ABSENT_from_retail	104	99.80769	ALL_OURS_UNMAPPED		29	default/VocalNoteList	?CopyPhraseVec@@YAXABV?$vector@VVocalPhrase@@V?$StlNodeAlloc@VVocalPhrase@@@stlpmtx_std@@@stlpmtx_std@@PAV12@@Z	0x826b98e0			
B1_callee_ABSENT_from_retail	100	99.8	ALL_OURS_UNMAPPED		31	default/StarDisplay	?GetStarCountForSymbol@StarDisplay@@SAHVSymbol@@@Z	0x8231c458			
B1_callee_ABSENT_from_retail	100	99.8	ALL_OURS_UNMAPPED		37	default/Flow	?_M_erase@?$vector@UDynamicPropertyEntry@Flow@@V?$StlNodeAlloc@UDynamicPropertyEntry@Flow@@@stlpmtx_std@@@stlpmtx_std@@IAAPAUDynamicPropertyEntry@Flow@@PAU34@0ABU__false_type@2@@Z	0x823aa650			
B1_callee_ABSENT_from_retail	100	99.8	ALL_OURS_UNMAPPED		81	default/Flow	?NewObject@FlowDistance@@SAPAVObject@Hmx@@XZ	0x82574938			
B1_callee_ABSENT_from_retail	100	99.8	MIXED/UNKNOWN		32	default/HamCamTransform	?_M_erase@?$vector@VTransformArea@@V?$StlNodeAlloc@VTransformArea@@@stlpmtx_std@@@stlpmtx_std@@IAAPAVTransformArea@@PAV3@0ABU__false_type@2@@Z	0x822a7d10			
B1_callee_ABSENT_from_retail	100	99.8	ALL_OURS_UNMAPPED		51	default/FileCache	??$sort_heap@PAPAVFileCacheEntry@@UPriority@@@stlpmtx_std@@YAXPAPAVFileCacheEntry@@0UPriority@@@Z	0x82346360			
B1_callee_ABSENT_from_retail	100	99.8	ALL_OURS_UNMAPPED		184	default/Gesture	?NewObject@StreamRecorder@@SAPAVObject@Hmx@@XZ	0x82311aa8			
B1_callee_ABSENT_from_retail	100	99.8	ALL_OURS_UNMAPPED		53	default/band3/bandtrack/Gem	??$?5V?$ObjPtr@VRndDir@@@@@@YAAAVBinStream@@AAV0@AAV?$ObjVector@V?$ObjPtr@VRndDir@@@@@@@Z	0x8229e820			
B1_callee_ABSENT_from_retail	100	99.8	ALL_OURS_UNMAPPED		88	default/band3/game/Game	?NewObject@RGTrainerPanel@@SAPAVObject@Hmx@@XZ	0x826b03d8			
B1_callee_ABSENT_from_retail	96	99.79166	ALL_OURS_UNMAPPED		28	default/TextStream	??6TextStream@@QAAAAV0@M@Z	0x8282d540			
B1_callee_ABSENT_from_retail	96	99.79166	ALL_OURS_UNMAPPED		44	default/HamBattleData	??$?6VBattleStep@@V?$StlNodeAlloc@VBattleStep@@@stlpmtx_std@@@@YAAAVBinStream@@AAV0@ABV?$vector@VBattleStep@@V?$StlNodeAlloc@VBattleStep@@@stlpmtx_std@@@stlpmtx_std@@@Z	0x822a00c8			
B1_callee_ABSENT_from_retail	96	99.79166	ALL_OURS_UNMAPPED		66	default/MidiReader	?ReadSomeEvents@MidiReader@@QAA_NH@Z	0x827ef848			
B1_callee_ABSENT_from_retail	96	99.58334	MIXED/UNKNOWN		53	default/MidiSynth	??5@YAAAVBinStream@@AAV0@AAUPresetOverride@WorldDir@@@Z	0x822c8f50			
B1_callee_ABSENT_from_retail	96	99.79166	ALL_OURS_UNMAPPED		18	default/band3/game/Player	?DisableOverdrivePhrases@Player@@QAAXXZ	0x82686ca8			
B1_callee_ABSENT_from_retail	92	99.78261	ALL_OURS_UNMAPPED		28	default/TextStream	??6TextStream@@QAAAAV0@D@Z	0x8282d540			
B1_callee_ABSENT_from_retail	92	99.78261	ALL_OURS_UNMAPPED		28	default/TextStream	??6TextStream@@QAAAAV0@I@Z	0x8282d540			
B1_callee_ABSENT_from_retail	92	99.78261	ALL_OURS_UNMAPPED		28	default/TextStream	??6TextStream@@QAAAAV0@H@Z	0x8282d540			
B1_callee_ABSENT_from_retail	92	99.78261	ALL_OURS_UNMAPPED		28	default/TextStream	??6TextStream@@QAAAAV0@E@Z	0x8282d540			
B1_callee_ABSENT_from_retail	92	99.78261	ALL_OURS_UNMAPPED		66	default/MidiReader	?ReadTrack@MidiReader@@AAA_NXZ	0x827ef848			
B1_callee_ABSENT_from_retail	92	99.56522	MIXED/UNKNOWN		23	default/HamCamTransform	??4?$ObjVector@UCharInterestState@CharEyes@@@@QAAXABV0@@Z	0x822a77e8			
B1_callee_ABSENT_from_retail	88	99.77273	ALL_OURS_UNMAPPED		25	default/FlowWhile	?Save@FlowWhile@@UAAXAAVBinStream@@@Z	0x827fec98			
B1_callee_ABSENT_from_retail	88	99.77273	ALL_OURS_UNMAPPED		5	default/MoviePanel	?Unload@MoviePanel@@UAAXXZ	0x82744e38			
B1_callee_ABSENT_from_retail	88	99.77273	MIXED/UNKNOWN		25	default/band3/meta_band/AccomplishmentOneShot	??_GAccomplishmentOneShot@@UAAPAXI@Z	0x8266af90			
B1_callee_ABSENT_from_retail	88	99.77273	MIXED/UNKNOWN		53	default/band3/game/Game	??_GTrainerChallenge@@UAAPAXI@Z	0x82662c00			
B1_callee_ABSENT_from_retail	88	99.77273	MIXED/UNKNOWN		2	default/GemPlayer	?NoteOff@GemPlayer@@UAAXH@Z	0x826ccb00			
B1_callee_ABSENT_from_retail	88	99.77273	ALL_OURS_UNMAPPED		6	default/GemPlayer	?NoteOn@GemPlayer@@UAAXH@Z	0x826ccb20			
B1_callee_ABSENT_from_retail	88	99.77273	ALL_OURS_UNMAPPED		18	default/TourProgress	?GetNextCity@TourProgress@@QBA?AVSymbol@@XZ	0x8235cc80			
B1_callee_ABSENT_from_retail	88	99.77273	MIXED/UNKNOWN		25	default/AccomplishmentSongConditional	??_GAccomplishmentSongConditional@@UAAPAXI@Z	0x8266af90			
B1_callee_ABSENT_from_retail	88	99.54546	ALL_OURS_UNMAPPED		12	default/PropKeys	??0?$vector@VVector2@@V?$StlNodeAlloc@VVector2@@@stlpmtx_std@@@stlpmtx_std@@QAA@IABVVector2@@ABV?$StlNodeAlloc@VVector2@@@1@@Z	0x823d3b38			
B1_callee_ABSENT_from_retail	84	99.7619	ALL_OURS_UNMAPPED		30	default/UI	??_GLocalePanel@@UAAPAXI@Z	0x82b7fab0			
B1_callee_ABSENT_from_retail	84	99.7619	ALL_OURS_UNMAPPED		5	default/TexMovie	?SetFile@TexMovie@@QAAXABVFilePath@@@Z	0x82744e38			
B1_callee_ABSENT_from_retail	84	99.52381	ALL_OURS_UNMAPPED		16	default/HamCamTransform	??$?5UPropTriggerDefn@FlowTrigger@@@@YAAAVBinStream@@AAVBinStreamRev@@AAV?$ObjList@UPropTriggerDefn@FlowTrigger@@@@@Z	0x822a7580			
B1_callee_ABSENT_from_retail	84	99.7619	ALL_OURS_UNMAPPED		20	default/Rnd_Xbox	?SetShrinkToSafeArea@DxRnd@@UAAX_N@Z	0x82733c70			
B1_callee_ABSENT_from_retail	84	99.7619	MIXED/UNKNOWN		25	default/band3/meta_band/AccomplishmentTrainerConditional	??1AccomplishmentPlayerConditional@@UAA@XZ	0x8266af90			
B1_callee_ABSENT_from_retail	84	99.7619	ALL_OURS_UNMAPPED		18	default/TourProgress	?AreAllTourGigsComplete@TourProgress@@QBA_NXZ	0x8235cc80			
B1_callee_ABSENT_from_retail	80	99.75	ALL_OURS_UNMAPPED		76	default/TrackPanelDir	?ReapplyConfiguration@TrackPanelDir@@UAAX_N@Z	0x82357640			
B1_callee_ABSENT_from_retail	80	99.75	ALL_OURS_UNMAPPED		53	default/Flow	??$_Destroy_Range@PAUDynamicPropertyEntry@Flow@@@stlpmtx_std@@YAXPAUDynamicPropertyEntry@Flow@@0@Z	0x823a8c40			
B1_callee_ABSENT_from_retail	80	99.75	ALL_OURS_UNMAPPED		58	default/HamCamTransform	??$_Destroy_Range@PAVTransformArea@@@stlpmtx_std@@YAXPAVTransformArea@@0@Z	0x822a3bb8			
B1_callee_ABSENT_from_retail	80	99.5	MIXED/UNKNOWN		63	default/PropAnim	?Load@ColorKeys@@UAAXAAVBinStreamRev@@@Z	0x82423320			
B1_callee_ABSENT_from_retail	80	99.5	MIXED/UNKNOWN		63	default/PropAnim	?Load@QuatKeys@@UAAXAAVBinStreamRev@@@Z	0x82423320			
B1_callee_ABSENT_from_retail	80	99.75	ALL_OURS_UNMAPPED		41	default/Morph	??$_Destroy_Range@PAVDrivenPropertyEntry@@@stlpmtx_std@@YAXPAVDrivenPropertyEntry@@0@Z	0x82483920			
B1_callee_ABSENT_from_retail	80	99.75	ALL_OURS_UNMAPPED		29	default/UIFontImporter	?OnAttachToImportFont@UIFontImporter@@IAA?AVDataNode@@PAVDataArray@@@Z	0x82818840			
B1_callee_ABSENT_from_retail	80	99.75	ALL_OURS_UNMAPPED		20	default/Rnd_Xbox	?SetAspect@DxRnd@@UAAXW4Aspect@Rnd@@@Z	0x82733c70			
B1_callee_ABSENT_from_retail	76	99.73684	ALL_OURS_UNMAPPED		35	default/BandCharacter	??_G?$ObjOwnerPtr@VBandCharDesc@@@@UAAPAXI@Z	0x8227fad8			
B1_callee_ABSENT_from_retail	76	99.73684	MIXED/UNKNOWN		25	default/NetCacheMgr_Xbox	??_GNetCacheMgrXbox@@UAAPAXI@Z	0x827d7360			
B1_callee_ABSENT_from_retail	76	99.73684	ALL_OURS_UNMAPPED		35	default/MeshAnim	??_G?$ObjOwnerPtr@VRndMeshAnim@@@@UAAPAXI@Z	0x8246d190			
B1_callee_ABSENT_from_retail	76	99.73684	ALL_OURS_UNMAPPED		35	default/Spotlight	??_G?$ObjOwnerPtr@VSpotlight@@@@UAAPAXI@Z	0x824d8ad0			
B1_callee_ABSENT_from_retail	76	99.73684	ALL_OURS_UNMAPPED		35	default/PartAnim	??_G?$ObjOwnerPtr@VRndParticleSysAnim@@@@UAAPAXI@Z	0x8247ee98			
